NUM_IFU,ID_CONTR,NOM_MINEFID,DATE_IMMAT,ETAT,CODE_REG_FISC,CODE_SECT_ACT,TEL,Tel_Clean,ANNEE,IMPORT_CAF,IMPORT_FOB,IMPORT_TVA,EXPORT_CAF,EXPORT_FOB,EXPORT_TVA,EXPORT_Nombre_TITRE,IMPORT_Nombre_TITRE,Num_IFU_Contribuable.x,INDICATEUR_1,INDICATEUR_2,INDICATEUR_3,TELEPHONE,Groupe_IFU,Occurrences_IFU,duree_en_mois,RISQUE_IND_1,GAP_IND_1,SCORE_IND_1,RISQUE_IND_2,GAP_IND_2,SCORE_IND_2,RISQUE_IND_3,RISQUE_IND_4,GAP_IND_4,SCORE_IND_4,RISQUE_IND_5,GAP_IND_5,SCORE_IND_5,RISQUE_IND_6,GAP_IND_6,SCORE_IND_6,RISQUE_IND_7_A,RISQUE_IND_7_B,RISQUE_IND_8,GAP_IND_8,SCORE_IND_8,RISQUE_IND_9,RISQUE_IND_10,GAP_IND_10,SCORE_IND_10,RISQUE_IND_12,GAP_IND_12,SCORE_IND_12,RISQUE_IND_13,GAP_IND_13,SCORE_IND_13,RISQUE_IND_15_A,RISQUE_IND_15_B
00000001E,,,,,,,,,2019,,,,,,,,,00000001E,885.788264731019,525.1479875343722,A,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000001E,1.0,Entreprise 1,2020-01-01,ACTIF,CME,C03,22913901250.0,22913901250.0,2023,9233.74425205714,8052.4960767295,1817.7165513865268,0.0,0.0,0.0,0.0,1.0,,,,,,,,66.16294349540078,Non disponible,0.0,0.0,Non disponible,0.0,0.0,vert,vert,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,vert,vert,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000002E,,,,,,,,,2019,,,,,,,,,00000002E,1437.961676189795,358.9824962592448,B,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000002E,2.0,Entreprise 2,2020-01-02,ACTIF,RSI,C03,22937417566.0,22937417566.0,2023,0.0,0.0,0.0,11070.79552787077,8509.555474775118,1733.2323680539896,1.0,0.0,,,,,,,,66.13009198423127,Non disponible,0.0,0.0,Non disponible,0.0,0.0,vert,vert,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,vert,vert,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000003E,,,,,,,,,2021,,,,,,,,,00000003E,381.256171831734,563.9764471139628,B,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000003E,3.0,Entreprise 3,2020-01-03,ACTIF,RSI,A01,22995470366.0,22995470366.0,2023,9411.630592299269,7649.176587934611,1607.7919427872137,0.0,0.0,0.0,0.0,1.0,,,,,,,,66.09724047306176,Non disponible,0.0,0.0,Non disponible,0.0,0.0,vert,vert,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,vert,vert,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000004E,,,,,,,,,2022,,,,,,,,,00000004E,591.5440632596183,342.4155347410789,C,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000004E,4.0,Entreprise 4,2020-01-04,ACTIF,RSI,B02,22990518262.0,22990518262.0,2023,0.0,0.0,0.0,10857.74470470521,9075.978417130607,1729.7729606870882,1.0,0.0,,,,,,,,66.06438896189225,Non disponible,0.0,0.0,Non disponible,0.0,0.0,vert,vert,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,vert,vert,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000005E,,,,,,,,,2019,,,,,,,,,00000005E,462.3556249543349,385.6903862185269,B,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000005E,5.0,Entreprise 5,2020-01-05,ACTIF,RSI,B02,22925352321.0,22925352321.0,2023,9610.696852637566,7956.728472037387,1954.7696186332707,0.0,0.0,0.0,0.0,1.0,,,,,,,,66.03153745072274,Non disponible,0.0,0.0,Non disponible,0.0,0.0,vert,vert,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,vert,vert,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000006E,,,,,,,,,2020,,,,,,,,,00000006E,1406.831199625772,398.0709770165845,C,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000006E,6.0,Entreprise 6,2020-01-06,ACTIF,RN,C03,22998031690.0,22998031690.0,2023,0.0,0.0,0.0,9935.424897324488,9066.819241519255,1923.5332443862349,1.0,0.0,,,,,,,,65.99868593955321,Non disponible,0.0,0.0,Non disponible,0.0,0.0,vert,vert,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,vert,vert,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000007E,,,,,,,,,2021,,,,,,,,,00000007E,1071.964789368946,440.4137320456971,A,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000007E,7.0,Entreprise 7,2020-01-07,ACTIF,CME,A01,22957218699.0,22957218699.0,2023,9576.01813677148,7169.804203354559,2040.3026338827676,0.0,0.0,0.0,0.0,1.0,,,,,,,,65.9658344283837,Non disponible,0.0,0.0,Non disponible,0.0,0.0,vert,vert,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,vert,vert,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000008E,,,,,,,,,2022,,,,,,,,,00000008E,1080.275238646134,456.325729305477,B,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000008E,8.0,Entreprise 8,2020-01-08,ACTIF,RSI,A01,22924178977.0,22924178977.0,2023,0.0,0.0,0.0,9764.201603038982,7905.460765405421,1879.5470524838715,1.0,0.0,,,,,,,,65.93298291721419,Non disponible,0.0,0.0,Non disponible,0.0,0.0,vert,vert,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,vert,vert,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000009E,,,,,,,,,2020,,,,,,,,,00000009E,659.3581033460011,357.2419184087569,A,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000009E,9.0,Entreprise 9,2020-01-09,ACTIF,RN,A01,22921059420.0,22921059420.0,2023,8125.116735134103,6596.060283414637,1640.1132248210215,0.0,0.0,0.0,0.0,1.0,,,,,,,,65.90013140604468,Non disponible,0.0,0.0,Non disponible,0.0,0.0,vert,vert,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,vert,vert,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000010E,,,,,,,,,2021,,,,,,,,,00000010E,1112.050467155599,325.4345708158645,A,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000010E,10.0,Entreprise 10,2020-01-10,ACTIF,CME,C03,22998990217.0,22998990217.0,2023,0.0,0.0,0.0,9802.422218260308,7920.714148620373,1817.6575658920503,1.0,0.0,,,,,,,,65.86727989487517,Non disponible,0.0,0.0,Non disponible,0.0,0.0,vert,vert,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,vert,vert,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000011E,,,,,,,,,2022,,,,,,,,,00000011E,775.5253390091215,559.5027451975337,A,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000012E,,,,,,,,,2022,,,,,,,,,00000012E,687.3585775413569,466.0909865232239,A,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000013E,,,,,,,,,2022,,,,,,,,,00000013E,821.2665690236298,242.5863355969119,A,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000014E,,,,,,,,,2020,,,,,,,,,00000014E,1190.908810757386,271.9176760827111,A,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000015E,,,,,,,,,2019,,,,,,,,,00000015E,724.5624655216932,507.038146145575,A,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000016E,,,,,,,,,2023,,,,,,,,,00000016E,681.3522107831468,389.1506276601695,B,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000017E,,,,,,,,,2020,,,,,,,,,00000017E,1109.8366361387,562.92104376669,A,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000018E,,,,,,,,,2021,,,,,,,,,00000018E,1415.174146166841,532.7540439816828,C,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000019E,,,,,,,,,2021,,,,,,,,,00000019E,1203.704818390551,497.8218867556361,A,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000020E,,,,,,,,,2023,,,,,,,,,00000020E,822.8801658317315,395.1935372333925,B,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000021E,,,,,,,,,2020,,,,,,,,,00000021E,903.396697181322,357.0648006766106,B,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000022E,,,,,,,,,2021,,,,,,,,,00000022E,872.03311726414,317.8839808986185,C,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000023E,,,,,,,,,2022,,,,,,,,,00000023E,860.9452760268406,399.2459403614343,B,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000024E,,,,,,,,,2023,,,,,,,,,00000024E,1230.274429389728,468.968597558231,A,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000025E,,,,,,,,,2022,,,,,,,,,00000025E,984.8885303394624,738.9973362378896,B,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000026E,,,,,,,,,2023,,,,,,,,,00000026E,261.2489614869598,633.818243026813,A,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000027E,,,,,,,,,2022,,,,,,,,,00000027E,990.30976716802,448.5060714988709,B,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000028E,,,,,,,,,2021,,,,,,,,,00000028E,1043.71344452261,348.0971388612662,B,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000029E,,,,,,,,,2023,,,,,,,,,00000029E,820.5348137966527,543.1117723619396,B,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000030E,,,,,,,,,2019,,,,,,,,,00000030E,1202.597543197608,472.2712581603275,B,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000031E,,,,,,,,,2019,,,,,,,,,00000031E,848.9578658089799,450.4628402005041,C,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000032E,,,,,,,,,2020,,,,,,,,,00000032E,1272.131606788444,699.5477920504925,A,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000033E,,,,,,,,,2019,,,,,,,,,00000033E,1015.547487151139,399.8022196353787,C,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000034E,,,,,,,,,2019,,,,,,,,,00000034E,849.513059087406,242.0394241069024,A,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000035E,,,,,,,,,2021,,,,,,,,,00000035E,965.7309135867304,446.3865258563513,B,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000036E,,,,,,,,,2022,,,,,,,,,00000036E,1182.414236081391,664.5638721296541,A,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000037E,,,,,,,,,2019,,,,,,,,,00000037E,1078.348263650633,584.2647744439445,B,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000038E,,,,,,,,,2019,,,,,,,,,00000038E,1315.320806593631,740.4261735660917,A,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000039E,,,,,,,,,2021,,,,,,,,,00000039E,716.3773395619108,538.2644021001959,B,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000040E,,,,,,,,,2020,,,,,,,,,00000040E,1313.816979172277,553.8127329407366,C,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000041E,,,,,,,,,2021,,,,,,,,,00000041E,616.8556485951485,452.4847831605077,A,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000042E,,,,,,,,,2022,,,,,,,,,00000042E,495.3202117483081,586.1006446858498,A,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000043E,,,,,,,,,2021,,,,,,,,,00000043E,1030.936430459973,507.366189781243,C,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
