NUM_IFU,ID_CONTR,NOM_MINEFID,DATE_IMMAT,ETAT,CODE_REG_FISC,CODE_SECT_ACT,TEL,Tel_Clean,ANNEE,IMPORT_CAF,IMPORT_FOB,IMPORT_TVA,EXPORT_CAF,EXPORT_FOB,EXPORT_TVA,EXPORT_Nombre_TITRE,IMPORT_Nombre_TITRE,Num_IFU_Contribuable.x,INDICATEUR_1,INDICATEUR_2,INDICATEUR_3,TELEPHONE,Groupe_IFU,Occurrences_IFU,duree_en_mois,RISQUE_IND_1,GAP_IND_1,SCORE_IND_1,RISQUE_IND_2,GAP_IND_2,SCORE_IND_2,RISQUE_IND_3,RISQUE_IND_4,GAP_IND_4,SCORE_IND_4,RISQUE_IND_5,GAP_IND_5,SCORE_IND_5,RISQUE_IND_6,GAP_IND_6,SCORE_IND_6,RISQUE_IND_7_A,RISQUE_IND_7_B,RISQUE_IND_8,GAP_IND_8,SCORE_IND_8,RISQUE_IND_9,RISQUE_IND_10,GAP_IND_10,SCORE_IND_10,RISQUE_IND_12,GAP_IND_12,SCORE_IND_12,RISQUE_IND_13,GAP_IND_13,SCORE_IND_13,RISQUE_IND_15_A,RISQUE_IND_15_B
00000044E,,,,,,,,,2020,,,,,,,,,00000044E,1089.729004476208,590.3121250000743,C,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000045E,,,,,,,,,2019,,,,,,,,,00000045E,546.8161020452728,563.8874498736994,A,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000046E,,,,,,,,,2021,,,,,,,,,00000046E,867.4748864729904,450.123905911818,A,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000047E,,,,,,,,,2020,,,,,,,,,00000047E,870.3655518109318,498.7415476866602,A,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000048E,,,,,,,,,2023,,,,,,,,,00000048E,993.3431037111868,613.3360849883818,C,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000049E,,,,,,,,,2020,,,,,,,,,00000049E,918.3710878691968,447.8795319276078,A,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000050E,,,,,,,,,2022,,,,,,,,,00000050E,1333.477681466883,400.9323842390501,C,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000051E,,,,,,,,,2022,,,,,,,,,00000051E,1068.819902376168,444.0936131339951,C,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000052E,,,,,,,,,2023,,,,,,,,,00000052E,1236.935835796478,366.9058817063876,C,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000053E,,,,,,,,,2019,,,,,,,,,00000053E,744.9730446055324,584.7536926603605,B,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000054E,,,,,,,,,2022,,,,,,,,,00000054E,846.5449326084556,613.135607677954,B,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000055E,,,,,,,,,2020,,,,,,,,,00000055E,1098.175144237881,385.3624127485169,C,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000056E,,,,,,,,,2023,,,,,,,,,00000056E,1329.241230144052,690.0770738270587,A,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000057E,,,,,,,,,2020,,,,,,,,,00000057E,949.2356869133469,481.6670560819277,C,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000058E,,,,,,,,,2019,,,,,,,,,00000058E,958.1184857048792,273.1980753343267,C,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000059E,,,,,,,,,2021,,,,,,,,,00000059E,484.0639827055736,477.1176248618079,B,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000060E,,,,,,,,,2020,,,,,,,,,00000060E,1032.774035707953,510.5331005648421,C,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000061E,,,,,,,,,2022,,,,,,,,,00000061E,1054.869815592895,545.9808020167849,A,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000062E,,,,,,,,,2022,,,,,,,,,00000062E,1034.116369831219,565.4681579429608,B,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000063E,,,,,,,,,2021,,,,,,,,,00000063E,1750.198313523776,533.877646393351,C,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000064E,,,,,,,,,2021,,,,,,,,,00000064E,721.5808714994988,340.2991765907346,A,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000065E,,,,,,,,,2022,,,,,,,,,00000065E,1206.613940587524,488.1387084047654,B,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000066E,,,,,,,,,2022,,,,,,,,,00000066E,785.5287396487503,419.5524405325633,B,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000067E,,,,,,,,,2019,,,,,,,,,00000067E,1109.974399530734,690.2350930727874,B,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000068E,,,,,,,,,2023,,,,,,,,,00000068E,1126.553715183104,182.0947010363116,C,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000069E,,,,,,,,,2023,,,,,,,,,00000069E,1348.099683712673,259.7321618928358,A,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000070E,,,,,,,,,2019,,,,,,,,,00000070E,746.5894473556243,544.5563285841059,A,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000071E,,,,,,,,,2021,,,,,,,,,00000071E,1440.036919011373,307.5421126716208,A,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000072E,,,,,,,,,2019,,,,,,,,,00000072E,952.6943554444764,515.3643170476464,B,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000073E,,,,,,,,,2020,,,,,,,,,00000073E,966.7182821268208,588.1376607153418,A,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000074E,,,,,,,,,2019,,,,,,,,,00000074E,708.1710641737182,588.7525040224602,A,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000075E,,,,,,,,,2021,,,,,,,,,00000075E,1410.073162919934,569.4197625917843,B,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000076E,,,,,,,,,2020,,,,,,,,,00000076E,1106.884836573279,468.6302150347786,B,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000077E,,,,,,,,,2020,,,,,,,,,00000077E,1341.051749522415,395.1319239244992,B,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000078E,,,,,,,,,2022,,,,,,,,,00000078E,1057.624130664268,314.630491531547,C,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000079E,,,,,,,,,2020,,,,,,,,,00000079E,1524.464521631358,448.1927141767479,A,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000080E,,,,,,,,,2023,,,,,,,,,00000080E,1542.913650054156,679.245187033335,B,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000081E,,,,,,,,,2021,,,,,,,,,00000081E,543.0286130159064,631.6069371757075,A,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000082E,,,,,,,,,2019,,,,,,,,,00000082E,1059.259705184672,582.2184969818163,B,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000083E,,,,,,,,,2023,,,,,,,,,00000083E,901.6285257199188,187.7120326887606,C,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000084E,,,,,,,,,2021,,,,,,,,,00000084E,1052.26869501383,386.486726813298,A,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000085E,,,,,,,,,2022,,,,,,,,,00000085E,722.7802251090291,451.8853723924501,B,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000086E,,,,,,,,,2019,,,,,,,,,00000086E,807.9031237339337,337.702412955348,B,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000087E,,,,,,,,,2021,,,,,,,,,00000087E,1371.24387775994,631.3467946993138,A,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000088E,,,,,,,,,2020,,,,,,,,,00000088E,1331.83820095138,623.7036360331165,A,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000089E,,,,,,,,,2023,,,,,,,,,00000089E,1020.098102332302,523.3357935667648,C,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000090E,,,,,,,,,2021,,,,,,,,,00000090E,1177.274999142782,379.0357301628279,B,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000091E,,,,,,,,,2023,,,,,,,,,00000091E,1183.494920614561,377.0413301859707,B,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000092E,,,,,,,,,2021,,,,,,,,,00000092E,869.9643332973092,330.8008236600336,B,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000093E,,,,,,,,,2021,,,,,,,,,00000093E,901.4955878903322,602.5445944154037,A,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000094E,,,,,,,,,2020,,,,,,,,,00000094E,999.0571751124882,756.9049767898714,C,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000095E,,,,,,,,,2019,,,,,,,,,00000095E,1165.061067732463,467.1686337237567,A,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000096E,,,,,,,,,2023,,,,,,,,,00000096E,879.186401325177,436.4739394024307,B,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000097E,,,,,,,,,2021,,,,,,,,,00000097E,1189.603640360127,534.5054088041591,A,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000098E,,,,,,,,,2021,,,,,,,,,00000098E,824.8227595772123,255.3642891329576,C,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000099E,,,,,,,,,2021,,,,,,,,,00000099E,779.3121112620352,403.203107050027,C,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
00000100E,,,,,,,,,2022,,,,,,,,,00000100E,914.7180376713652,319.0169281099144,C,,,,,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible,Non disponible,0.0,0.0,Non disponible,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,0.0,0.0,Non disponible,Non disponible
